taxonomy,primary,displayName,level,isBasic,basicCategory
food_and_drink > restaurant > european_restaurant > scandinavian_restaurant > danish_restaurant,danish_restaurant,Danish Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > scandinavian_restaurant > finnish_restaurant,finnish_restaurant,Finnish Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > scandinavian_restaurant > icelandic_restaurant,icelandic_restaurant,Icelandic Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > scandinavian_restaurant > norwegian_restaurant,norwegian_restaurant,Norwegian Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > scandinavian_restaurant > swedish_restaurant,swedish_restaurant,Swedish Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant,western_european_restaurant,Western European Restaurant,3,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant > belgian_restaurant,belgian_restaurant,Belgian Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant > british_restaurant,british_restaurant,British Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant > dutch_restaurant,dutch_restaurant,Dutch Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant > french_restaurant,french_restaurant,French Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant > french_restaurant > brasserie,brasserie,Brasserie,5,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant > irish_restaurant,irish_restaurant,Irish Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant > scottish_restaurant,scottish_restaurant,Scottish Restaurant,4,false,restaurant
food_and_drink > restaurant > european_restaurant > western_european_restaurant > welsh_restaurant,welsh_restaurant,Welsh Restaurant,4,false,restaurant
food_and_drink > restaurant > haute_cuisine_restaurant,haute_cuisine_restaurant,Haute Cuisine Restaurant,2,false,restaurant
food_and_drink > restaurant > international_fusion_restaurant,international_fusion_restaurant,International Fusion Restaurant,2,false,restaurant
food_and_drink > restaurant > international_fusion_restaurant > asian_fusion_restaurant,asian_fusion_restaurant,Asian Fusion Restaurant,3,false,restaurant
food_and_drink > restaurant > international_fusion_restaurant > latin_fusion_restaurant,latin_fusion_restaurant,Latin Fusion Restaurant,3,false,restaurant
food_and_drink > restaurant > international_fusion_restaurant > pan_asian_restaurant,pan_asian_restaurant,Pan Asian Restaurant,3,false,restaurant
food_and_drink > restaurant > latin_american_restaurant,latin_american_restaurant,Latin American Restaurant,2,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant,caribbean_restaurant,Caribbean Restaurant,3,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > cuban_restaurant,cuban_restaurant,Cuban Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > dominican_restaurant,dominican_restaurant,Dominican Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > haitian_restaurant,haitian_restaurant,Haitian Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > jamaican_restaurant,jamaican_restaurant,Jamaican Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > puerto_rican_restaurant,puerto_rican_restaurant,Puerto Rican Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > trinidadian_restaurant,trinidadian_restaurant,Trinidadian Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant,central_american_restaurant,Central American Restaurant,3,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > belizean_restaurant,belizean_restaurant,Belizean Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > costa_rican_restaurant,costa_rican_restaurant,Costa Rican Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > guatemalan_restaurant,guatemalan_restaurant,Guatemalan Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > honduran_restaurant,honduran_restaurant,Honduran Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > nicaraguan_restaurant,nicaraguan_restaurant,Nicaraguan Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > panamanian_restaurant,panamanian_restaurant,Panamanian Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > salvadoran_restaurant,salvadoran_restaurant,Salvadoran Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > empanada_restaurant,empanada_restaurant,Empanada Restaurant,3,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > mexican_restaurant,mexican_restaurant,Mexican Restaurant,3,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant,south_american_restaurant,South American Restaurant,3,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > argentine_restaurant,argentine_restaurant,Argentine Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > bolivian_restaurant,bolivian_restaurant,Bolivian Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > brazilian_restaurant,brazilian_restaurant,Brazilian Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > chilean_restaurant,chilean_restaurant,Chilean Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > colombian_restaurant,colombian_restaurant,Colombian Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > ecuadorian_restaurant,ecuadorian_restaurant,Ecuadorian Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > paraguayan_restaurant,paraguayan_restaurant,Paraguayan Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > peruvian_restaurant,peruvian_restaurant,Peruvian Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > surinamese_restaurant,surinamese_restaurant,Surinamese Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > uruguayan_restaurant,uruguayan_restaurant,Uruguayan Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > venezuelan_restaurant,venezuelan_restaurant,Venezuelan Restaurant,4,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > taco_restaurant,taco_restaurant,Taco Restaurant,3,false,restaurant
food_and_drink > restaurant > latin_american_restaurant > texmex_restaurant,texmex_restaurant,Texmex Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant,meat_restaurant,Meat Restaurant,2,false,restaurant
food_and_drink > restaurant > meat_restaurant > barbecue_restaurant,barbecue_restaurant,Barbecue Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > burger_restaurant,burger_restaurant,Burger Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > cheesesteak_restaurant,cheesesteak_restaurant,Cheesesteak Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > chicken_restaurant,chicken_restaurant,Chicken Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > chicken_wings_restaurant,chicken_wings_restaurant,Chicken Wings Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > curry_sausage_restaurant,curry_sausage_restaurant,Curry Sausage Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > hot_dog_restaurant,hot_dog_restaurant,Hot Dog Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > meatball_restaurant,meatball_restaurant,Meatball Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > rotisserie_chicken_restaurant,rotisserie_chicken_restaurant,Rotisserie Chicken Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > steakhouse,steakhouse,Steakhouse,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > venison_restaurant,venison_restaurant,Venison Restaurant,3,false,restaurant
food_and_drink > restaurant > meat_restaurant > wild_game_meats_restaurant,wild_game_meats_restaurant,Wild Game Meats Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant,middle_eastern_restaurant,Middle Eastern Restaurant,2,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > arabian_restaurant,arabian_restaurant,Arabian Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > armenian_restaurant,armenian_restaurant,Armenian Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > azerbaijani_restaurant,azerbaijani_restaurant,Azerbaijani Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > falafel_restaurant,falafel_restaurant,Falafel Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > georgian_restaurant,georgian_restaurant,Georgian Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > israeli_restaurant,israeli_restaurant,Israeli Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > kofta_restaurant,kofta_restaurant,Kofta Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > kurdish_restaurant,kurdish_restaurant,Kurdish Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > lebanese_restaurant,lebanese_restaurant,Lebanese Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > palestinian_restaurant,palestinian_restaurant,Palestinian Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > persian_restaurant,persian_restaurant,Persian Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > syrian_restaurant,syrian_restaurant,Syrian Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > turkish_restaurant,turkish_restaurant,Turkish Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > turkish_restaurant > doner_kebab_restaurant,doner_kebab_restaurant,Doner Kebab Restaurant,4,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > turkmen_restaurant,turkmen_restaurant,Turkmen Restaurant,3,false,restaurant
food_and_drink > restaurant > middle_eastern_restaurant > yemenite_restaurant,yemenite_restaurant,Yemenite Restaurant,3,false,restaurant
food_and_drink > restaurant > north_american_restaurant,north_american_restaurant,North American Restaurant,2,false,restaurant
food_and_drink > restaurant > north_american_restaurant > american_restaurant,american_restaurant,American Restaurant,3,false,restaurant
food_and_drink > restaurant > north_american_restaurant > american_restaurant > cajun_and_creole_restaurant,cajun_and_creole_restaurant,Cajun and Creole Restaurant,4,false,restaurant
food_and_drink > restaurant > north_american_restaurant > american_restaurant > southern_american_restaurant,southern_american_restaurant,Southern American Restaurant,4,false,restaurant
food_and_drink > restaurant > north_american_restaurant > canadian_restaurant,canadian_restaurant,Canadian Restaurant,3,false,restaurant
food_and_drink > restaurant > north_american_restaurant > canadian_restaurant > poutinerie_restaurant,poutinerie_restaurant,Poutinerie Restaurant,4,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant,pacific_rim_restaurant,Pacific Rim Restaurant,2,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > australian_restaurant,australian_restaurant,Australian Restaurant,3,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > melanesian_restaurant,melanesian_restaurant,Melanesian Restaurant,3,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > melanesian_restaurant > fijian_restaurant,fijian_restaurant,Fijian Restaurant,4,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > micronesian_restaurant,micronesian_restaurant,Micronesian Restaurant,3,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > micronesian_restaurant > guamanian_restaurant,guamanian_restaurant,Guamanian Restaurant,4,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > new_zealand_restaurant,new_zealand_restaurant,New Zealand Restaurant,3,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > polynesian_restaurant,polynesian_restaurant,Polynesian Restaurant,3,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > polynesian_restaurant > hawaiian_restaurant,hawaiian_restaurant,Hawaiian Restaurant,4,false,restaurant
food_and_drink > restaurant > pacific_rim_restaurant > polynesian_restaurant > hawaiian_restaurant > poke_restaurant,poke_restaurant,Poke Restaurant,5,false,restaurant
food_and_drink > restaurant > pop_up_restaurant,pop_up_restaurant,Pop Up Restaurant,2,false,restaurant
food_and_drink > restaurant > salad_bar,salad_bar,Salad Bar,2,false,restaurant
food_and_drink > restaurant > seafood_restaurant,seafood_restaurant,Seafood Restaurant,2,false,restaurant
food_and_drink > restaurant > seafood_restaurant > fish_and_chips_restaurant,fish_and_chips_restaurant,Fish and Chips Restaurant,3,false,restaurant
food_and_drink > restaurant > seafood_restaurant > fish_restaurant,fish_restaurant,Fish Restaurant,3,false,restaurant
food_and_drink > restaurant > soul_food,soul_food,Soul Food,2,false,restaurant
food_and_drink > restaurant > soup_restaurant,soup_restaurant,Soup Restaurant,2,false,restaurant
food_and_drink > restaurant > special_diet_restaurant,special_diet_restaurant,Special Diet Restaurant,2,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > acai_bowls,acai_bowls,Acai Bowls,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > gluten_free_restaurant,gluten_free_restaurant,Gluten Free Restaurant,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > halal_restaurant,halal_restaurant,Halal Restaurant,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > health_food_restaurant,health_food_restaurant,Health Food Restaurant,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > jewish_restaurant,jewish_restaurant,Jewish Restaurant,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > kosher_restaurant,kosher_restaurant,Kosher Restaurant,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > live_and_raw_food_restaurant,live_and_raw_food_restaurant,Live and Raw Food Restaurant,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > molecular_gastronomy_restaurant,molecular_gastronomy_restaurant,Molecular Gastronomy Restaurant,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > vegan_restaurant,vegan_restaurant,Vegan Restaurant,3,false,restaurant
food_and_drink > restaurant > special_diet_restaurant > vegetarian_restaurant,vegetarian_restaurant,Vegetarian Restaurant,3,false,restaurant
food_and_drink > restaurant > supper_club,supper_club,Supper Club,2,false,restaurant
food_and_drink > restaurant > theme_restaurant,theme_restaurant,Theme Restaurant,2,false,restaurant
food_and_drink > restaurant > wrap_restaurant,wrap_restaurant,Wrap Restaurant,2,false,restaurant
geographic_entities,geographic_entities,Geographic Entities,0,true,geographic_entities
geographic_entities > built_feature,built_feature,Built Feature,1,true,built_feature
geographic_entities > built_feature > bridge,bridge,Bridge,2,true,bridge
geographic_entities > built_feature > building,building,Building,2,true,building
geographic_entities > built_feature > building > skyscraper,skyscraper,Skyscraper,3,false,building
geographic_entities > built_feature > dam,dam,Dam,2,true,dam
geographic_entities > built_feature > dam > weir,weir,Weir,3,false,dam
geographic_entities > built_feature > dock,dock,Dock,2,true,dock
geographic_entities > built_feature > garden,garden,Garden,2,true,garden
geographic_entities > built_feature > garden > botanical_garden,botanical_garden,Botanical Garden,3,false,garden
geographic_entities > built_feature > garden > community_garden,community_garden,Community Garden,3,false,garden
geographic_entities > built_feature > lookout,lookout,Lookout,2,false,built_feature
geographic_entities > built_feature > marina,marina,Marina,2,true,marina
geographic_entities > built_feature > pier,pier,Pier,2,true,pier
geographic_entities > built_feature > quay,quay,Quay,2,false,built_feature
geographic_entities > land_feature,land_feature,Land Feature,1,true,land_feature
geographic_entities > land_feature > beach,beach,Beach,2,true,beach
geographic_entities > land_feature > beach > beach_combing_area,beach_combing_area,Beach Combing Area,3,false,beach
geographic_entities > land_feature > canyon,canyon,Canyon,2,true,canyon
geographic_entities > land_feature > cave,cave,Cave,2,false,land_feature
geographic_entities > land_feature > crater,crater,Crater,2,false,land_feature
geographic_entities > land_feature > desert,desert,Desert,2,false,land_feature
geographic_entities > land_feature > forest,forest,Forest,2,true,forest
geographic_entities > land_feature > geologic_formation,geologic_formation,Geologic Formation,2,false,land_feature
geographic_entities > land_feature > hill,hill,Hill,2,true,hill
geographic_entities > land_feature > island,island,Island,2,true,island
geographic_entities > land_feature > mountain,mountain,Mountain,2,true,mountain
geographic_entities > land_feature > nature_reserve,nature_reserve,Nature Reserve,2,true,nature_reserve
geographic_entities > land_feature > sand_dune,sand_dune,Sand Dune,2,false,land_feature
geographic_entities > land_feature > valley,valley,Valley,2,true,valley
geographic_entities > scenic_viewpoint,scenic_viewpoint,Scenic Viewpoint,1,true,scenic_viewpoint
geographic_entities > scenic_viewpoint > skyline,skyline,Skyline,2,false,scenic_viewpoint
geographic_entities > scenic_viewpoint > stargazing_area,stargazing_area,Stargazing Area,2,false,scenic_viewpoint
geographic_entities > water_feature,water_feature,Water Feature,1,true,water_feature
geographic_entities > water_feature > canal,canal,Canal,2,true,canal
geographic_entities > water_feature > hot_springs,hot_springs,Hot Springs,2,true,hot_springs
geographic_entities > water_feature > lake,lake,Lake,2,true,lake
geographic_entities > water_feature > ocean,ocean,Ocean,2,true,ocean
geographic_entities > water_feature > river,river,River,2,true,river
geographic_entities > water_feature > sea,sea,Sea,2,true,sea
geographic_entities > water_feature > waterfall,waterfall,Waterfall,2,true,waterfall
health_care,health_care,Health Care,0,true,health_care
health_care > emergency_or_urgent_care_facility,emergency_or_urgent_care_facility,Emergency or Urgent Care Facility,1,true,emergency_or_urgent_care_facility
health_care > emergency_or_urgent_care_facility > ambulance_or_ems_service,ambulance_or_ems_service,Ambulance or EMS Service,2,false,emergency_or_urgent_care_facility
health_care > emergency_or_urgent_care_facility > emergency_department,emergency_department,Emergency Department,2,true,emergency_department
health_care > emergency_or_urgent_care_facility > urgent_care_clinic,urgent_care_clinic,Urgent Care Clinic,2,true,urgent_care_clinic
health_care > emergency_or_urgent_care_facility > walk_in_clinic,walk_in_clinic,Walk-In Clinic,2,true,walk_in_clinic
health_care > hospital,hospital,Hospital,1,true,hospital
health_care > hospital > general_hospital,general_hospital,General Hospital,2,true,general_hospital
health_care > hospital > specialty_hospital,specialty_hospital,Specialty Hospital,2,true,specialty_hospital
health_care > hospital > specialty_hospital > childrens_hospital,childrens_hospital,Children's Hospital,3,false,specialty_hospital
health_care > hospital > specialty_hospital > long_term_care_hospital,long_term_care_hospital,Long Term Care Hospital,3,false,specialty_hospital
health_care > hospital > specialty_hospital > psychiatric_hospital,psychiatric_hospital,Psychiatric Hospital,3,false,specialty_hospital
health_care > hospital > specialty_hospital > rehabilitation_hospital,rehabilitation_hospital,Rehabilitation Hospital,3,false,specialty_hospital
health_care > hospital > specialty_hospital > veterans_hospital,veterans_hospital,Veterans Hospital,3,false,specialty_hospital
health_care > medical_service,medical_service,Medical Service,1,true,medical_service
health_care > medical_service > blood_and_plasma_donation_center,blood_and_plasma_donation_center,Blood and Plasma Donation Center,2,false,medical_service
health_care > medical_service > ems_training,ems_training,EMS Training,2,false,medical_service
health_care > medical_service > health_insurance_office,health_insurance_office,Health Insurance Office,2,false,medical_service
health_care > medical_service > home_health_care,home_health_care,Home Health Care,2,false,medical_service
health_care > medical_service > hospice,hospice,Hospice,2,false,medical_service
health_care > medical_service > medical_billing,medical_billing,Medical Billing,2,false,medical_service
health_care > medical_service > medical_cannabis,medical_cannabis,Medical Cannabis,2,false,medical_service
health_care > medical_service > medical_cannabis > cannabis_clinic,cannabis_clinic,Cannabis Clinic,3,false,medical_service
health_care > medical_service > medical_cannabis > cannabis_collective,cannabis_collective,Cannabis Collective,3,false,medical_service
health_care > medical_service > medical_cannabis > medical_cannabis_referral,medical_cannabis_referral,Medical Cannabis Referral,3,false,medical_service
health_care > medical_service > medical_service_organization,medical_service_organization,Medical Service Organization,2,false,medical_service
health_care > medical_service > medical_transportation,medical_transportation,Medical Transportation,2,false,medical_service
health_care > medical_service > sperm_clinic,sperm_clinic,Sperm Clinic,2,false,medical_service
health_care > outpatient_care_facility,outpatient_care_facility,Outpatient Care Facility,1,true,outpatient_care_facility
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic,behavioral_or_mental_health_clinic,Behavioral or Mental Health Clinic,2,true,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > behavioral_or_crisis_service,behavioral_or_crisis_service,Behavioral or Crisis Service,3,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > behavioral_or_crisis_service > behavior_analysis,behavior_analysis,Behavior Analysis,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > behavioral_or_crisis_service > crisis_intervention_service,crisis_intervention_service,Crisis Intervention Service,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > behavioral_or_crisis_service > stress_management_service,stress_management_service,Stress Management Service,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > behavioral_or_crisis_service > suicide_prevention_service,suicide_prevention_service,Suicide Prevention Service,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > counseling,counseling,Counseling,3,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > counseling > family_counseling,family_counseling,Family Counseling,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > counseling > marriage_or_relationship_counseling,marriage_or_relationship_counseling,Marriage or Relationship Counseling,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > counseling > sex_therapy,sex_therapy,Sex Therapy,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service,psychiatry_or_psychology_service,Psychiatry or Psychology Service,3,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychiatry,psychiatry,Psychiatry,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychiatry > child_psychiatry,child_psychiatry,Child Psychiatry,5,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychiatry > geriatric_psychiatry,geriatric_psychiatry,Geriatric Psychiatry,5,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychoanalysis,psychoanalysis,Psychoanalysis,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychology,psychology,Psychology,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychology > sports_psychology,sports_psychology,Sports Psychology,5,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychotherapy,psychotherapy,Psychotherapy,4,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychotherapy > art_therapy,art_therapy,Art Therapy,5,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > psychiatry_or_psychology_service > psychotherapy > hypnotherapy,hypnotherapy,Hypnotherapy,5,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > behavioral_or_mental_health_clinic > sophrology,sophrology,Sophrology,3,false,behavioral_or_mental_health_clinic
health_care > outpatient_care_facility > complementary_and_alternative_medicine,complementary_and_alternative_medicine,Complementary and Alternative Medicine,2,true,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > acupuncture,acupuncture,Acupuncture,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > aromatherapy,aromatherapy,Aromatherapy,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > ayurveda,ayurveda,Ayurveda,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > chiropractic,chiropractic,Chiropractic,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > homeopathy,homeopathy,Homeopathy,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > naturopathic_medicine,naturopathic_medicine,Naturopathic Medicine,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > reflexology,reflexology,Reflexology,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > reiki,reiki,Reiki,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > traditional_chinese_medicine,traditional_chinese_medicine,Traditional Chinese Medicine,3,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > complementary_and_alternative_medicine > traditional_chinese_medicine > tui_na,tui_na,Tui Na,4,false,complementary_and_alternative_medicine
health_care > outpatient_care_facility > dental_clinic,dental_clinic,Dental Clinic,2,true,dental_clinic
health_care > outpatient_care_facility > dental_clinic > cosmetic_dentistry,cosmetic_dentistry,Cosmetic Dentistry,3,false,dental_clinic
health_care > outpatient_care_facility > dental_clinic > dental_hygiene,dental_hygiene,Dental Hygiene,3,false,dental_clinic
health_care > outpatient_care_facility > dental_clinic > endodontics,endodontics,Endodontics,3,false,dental_clinic
health_care > outpatient_care_facility > dental_clinic > general_dentistry,general_dentistry,General Dentistry,3,false,dental_clinic
health_care > outpatient_care_facility > dental_clinic > orthodontics,orthodontics,Orthodontics,3,false,dental_clinic
health_care > outpatient_care_facility > dental_clinic > pediatric_dentistry,pediatric_dentistry,Pediatric Dentistry,3,false,dental_clinic
health_care > outpatient_care_facility > dental_clinic > periodontics,periodontics,Periodontics,3,false,dental_clinic
health_care > outpatient_care_facility > dental_clinic > prosthodontics,prosthodontics,Prosthodontics,3,false,dental_clinic
health_care > outpatient_care_facility > diagnostics_imaging_or_lab_service,diagnostics_imaging_or_lab_service,Diagnostics Imaging or Lab Service,2,true,diagnostics_imaging_or_lab_service
health_care > outpatient_care_facility > diagnostics_imaging_or_lab_service > diagnostic_imaging,diagnostic_imaging,Diagnostic Imaging,3,false,diagnostics_imaging_or_lab_service
health_care > outpatient_care_facility > diagnostics_imaging_or_lab_service > diagnostic_imaging > ultrasound_imaging,ultrasound_imaging,Ultrasound Imaging,4,false,diagnostics_imaging_or_lab_service
health_care > outpatient_care_facility > diagnostics_imaging_or_lab_service > doctors_office,doctors_office,Doctors Office,3,false,diagnostics_imaging_or_lab_service
health_care > outpatient_care_facility > diagnostics_imaging_or_lab_service > laboratory_testing,laboratory_testing,Laboratory Testing,3,false,diagnostics_imaging_or_lab_service
health_care > outpatient_care_facility > diagnostics_imaging_or_lab_service > laboratory_testing > paternity_testing,paternity_testing,Paternity Testing,4,false,diagnostics_imaging_or_lab_service
health_care > outpatient_care_facility > diagnostics_imaging_or_lab_service > pathology,pathology,Pathology,3,false,diagnostics_imaging_or_lab_service
health_care > outpatient_care_facility > diagnostics_imaging_or_lab_service > radiology,radiology,Radiology,3,false,diagnostics_imaging_or_lab_service
health_care > outpatient_care_facility > pediatric_clinic,pediatric_clinic,Pediatric Clinic,2,true,pediatric_clinic
