taxonomy,primary,displayName,level,isBasic,basicCategory
services_and_business > b2b_service > manufacturer > mill > paper_mill,paper_mill,Paper Mill,4,false,manufacturer
services_and_business > b2b_service > manufacturer > mill > rice_mill,rice_mill,Rice Mill,4,false,manufacturer
services_and_business > b2b_service > manufacturer > mill > sawmill,sawmill,Sawmill,4,false,manufacturer
services_and_business > b2b_service > manufacturer > mill > textile_mill,textile_mill,Textile Mill,4,false,manufacturer
services_and_business > b2b_service > manufacturer > mill > weaving_mill,weaving_mill,Weaving Mill,4,false,manufacturer
services_and_business > b2b_service > manufacturer > plastic_manufacturer,plastic_manufacturer,Plastic Manufacturer,3,false,manufacturer
services_and_business > b2b_service > manufacturer > rubber_and_plastics_manufacturer,rubber_and_plastics_manufacturer,Rubber and Plastics Manufacturer,3,false,manufacturer
services_and_business > b2b_service > manufacturer > sporting_goods_manufacturer,sporting_goods_manufacturer,Sporting Goods Manufacturer,3,false,manufacturer
services_and_business > b2b_service > manufacturer > textile_manufacturer,textile_manufacturer,Textile Manufacturer,3,false,manufacturer
services_and_business > b2b_service > manufacturer > vehicle_manufacturer,vehicle_manufacturer,Vehicle Manufacturer,3,false,manufacturer
services_and_business > b2b_service > manufacturer > vehicle_manufacturer > aircraft_manufacturer,aircraft_manufacturer,Aircraft Manufacturer,4,false,manufacturer
services_and_business > b2b_service > manufacturer > vehicle_manufacturer > auto_manufacturer,auto_manufacturer,Auto Manufacturer,4,false,manufacturer
services_and_business > b2b_service > manufacturer > vehicle_manufacturer > boat_and_ship_manufacturer,boat_and_ship_manufacturer,Boat and Ship Manufacturer,4,false,manufacturer
services_and_business > b2b_service > manufacturer > vehicle_manufacturer > motorcycle_manufacturer,motorcycle_manufacturer,Motorcycle Manufacturer,4,false,manufacturer
services_and_business > b2b_service > manufacturer > vehicle_parts_manufacturer,vehicle_parts_manufacturer,Vehicle Parts Manufacturer,3,false,manufacturer
services_and_business > b2b_service > manufacturer > vehicle_parts_manufacturer > tires_manufacturer,tires_manufacturer,Tires Manufacturer,4,false,manufacturer
services_and_business > b2b_service > supplier_or_distributor,supplier_or_distributor,Supplier or Distributor,2,true,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > abrasives_supplier,abrasives_supplier,Abrasives Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > aggregate_supplier,aggregate_supplier,Aggregate Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > aluminum_supplier,aluminum_supplier,Aluminum Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > awning_supplier,awning_supplier,Awning Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > battery_inverter_supplier,battery_inverter_supplier,Battery Inverter Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > bearing_supplier,bearing_supplier,Bearing Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > beauty_product_supplier,beauty_product_supplier,Beauty Product Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > beverage_supplier,beverage_supplier,Beverage Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > box_lunch_supplier,box_lunch_supplier,Box Lunch Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > business_office_supplies_and_stationery,business_office_supplies_and_stationery,Business Office Supplies and Stationery,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > cement_supplier,cement_supplier,Cement Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > cleaning_products_supplier,cleaning_products_supplier,Cleaning Products Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > corporate_gift_supplier,corporate_gift_supplier,Corporate Gift Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > electronic_equipment_supplier,electronic_equipment_supplier,Electronic Equipment Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > electronic_parts_supplier,electronic_parts_supplier,Electronic Parts Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > fastener_supplier,fastener_supplier,Fastener Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > food_beverage_distributor,food_beverage_distributor,Food Beverage Distributor,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > granite_supplier,granite_supplier,Granite Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > hotel_supply_service,hotel_supply_service,Hotel Supply Service,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > hvac_supplier,hvac_supplier,HVAC Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > hydraulic_equipment_supplier,hydraulic_equipment_supplier,Hydraulic Equipment Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > ice_supplier,ice_supplier,Ice Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > import_export_service,import_export_service,Import Export Service,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > import_export_service > exporter,exporter,Exporter,4,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > import_export_service > exporter > food_and_beverage_exporter,food_and_beverage_exporter,Food and Beverage Exporter,5,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > import_export_service > importer,importer,Importer,4,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > laboratory_equipment_supplier,laboratory_equipment_supplier,Laboratory Equipment Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > metal_supplier,metal_supplier,Metal Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > pipe_supplier,pipe_supplier,Pipe Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > playground_equipment_supplier,playground_equipment_supplier,Playground Equipment Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > printing_equipment_supplier,printing_equipment_supplier,Printing Equipment Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > propane_supplier,propane_supplier,Propane Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > restaurant_equipment_and_supply,restaurant_equipment_and_supply,Restaurant Equipment and Supply,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > retaining_wall_supplier,retaining_wall_supplier,Retaining Wall Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > sand_and_gravel_supplier,sand_and_gravel_supplier,Sand and Gravel Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > scale_supplier,scale_supplier,Scale Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > seal_and_hanko_supplier,seal_and_hanko_supplier,Seal and Hanko Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > spring_supplier,spring_supplier,Spring Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > stone_supplier,stone_supplier,Stone Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > tableware_supplier,tableware_supplier,Tableware Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > tent_house_supplier,tent_house_supplier,Tent House Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > thread_supplier,thread_supplier,Thread Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > vending_machine_supplier,vending_machine_supplier,Vending Machine Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > water_softening_equipment_supplier,water_softening_equipment_supplier,Water Softening Equipment Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > supplier_or_distributor > window_supplier,window_supplier,Window Supplier,3,false,supplier_or_distributor
services_and_business > b2b_service > wholesaler,wholesaler,Wholesaler,2,true,wholesaler
services_and_business > b2b_service > wholesaler > computer_wholesaler,computer_wholesaler,Computer Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > electrical_wholesaler,electrical_wholesaler,Electrical Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > fabric_wholesaler,fabric_wholesaler,Fabric Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > fitness_equipment_wholesaler,fitness_equipment_wholesaler,Fitness Equipment Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > fmcg_wholesaler,fmcg_wholesaler,Fmcg Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > footwear_wholesaler,footwear_wholesaler,Footwear Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > furniture_wholesaler,furniture_wholesaler,Furniture Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > greengrocer,greengrocer,Greengrocer,3,false,wholesaler
services_and_business > b2b_service > wholesaler > industrial_spares_and_products_wholesaler,industrial_spares_and_products_wholesaler,Industrial Spares and Products Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > iron_and_steel_store,iron_and_steel_store,Iron and Steel Store,3,false,wholesaler
services_and_business > b2b_service > wholesaler > lingerie_wholesaler,lingerie_wholesaler,Lingerie Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > meat_wholesaler,meat_wholesaler,Meat Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > optical_wholesaler,optical_wholesaler,Optical Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > pharmaceutical_products_wholesaler,pharmaceutical_products_wholesaler,Pharmaceutical Products Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > produce_wholesaler,produce_wholesaler,Produce Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > restaurant_wholesale,restaurant_wholesale,Restaurant Wholesale,3,false,wholesaler
services_and_business > b2b_service > wholesaler > seafood_wholesaler,seafood_wholesaler,Seafood Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > spices_wholesaler,spices_wholesaler,Spices Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > tea_wholesaler,tea_wholesaler,Tea Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > threads_and_yarns_wholesaler,threads_and_yarns_wholesaler,Threads and Yarns Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > tools_wholesaler,tools_wholesaler,Tools Wholesaler,3,false,wholesaler
services_and_business > b2b_service > wholesaler > wholesale_florist,wholesale_florist,Wholesale Florist,3,false,wholesaler
services_and_business > b2b_service > wholesaler > wholesale_grocer,wholesale_grocer,Wholesale Grocer,3,false,wholesaler
services_and_business > b2b_service > wholesaler > wine_wholesaler,wine_wholesaler,Wine Wholesaler,3,false,wholesaler
services_and_business > building_or_construction_service,building_or_construction_service,Building or Construction Service,1,true,building_or_construction_service
services_and_business > building_or_construction_service > blacksmith,blacksmith,Blacksmith,2,false,building_or_construction_service
services_and_business > building_or_construction_service > blueprinter,blueprinter,Blueprinter,2,false,building_or_construction_service
services_and_business > building_or_construction_service > civil_engineer,civil_engineer,Civil Engineer,2,false,building_or_construction_service
services_and_business > building_or_construction_service > construction_management,construction_management,Construction Management,2,false,building_or_construction_service
services_and_business > building_or_construction_service > crane_service,crane_service,Crane Service,2,false,building_or_construction_service
services_and_business > building_or_construction_service > engineering_service,engineering_service,Engineering Service,2,false,building_or_construction_service
services_and_business > building_or_construction_service > gravel_professional,gravel_professional,Gravel Professional,2,false,building_or_construction_service
services_and_business > building_or_construction_service > inspection_service,inspection_service,Inspection Service,2,false,building_or_construction_service
services_and_business > building_or_construction_service > instrumentation_engineer,instrumentation_engineer,Instrumentation Engineer,2,false,building_or_construction_service
services_and_business > building_or_construction_service > ironworker,ironworker,Ironworker,2,false,building_or_construction_service
services_and_business > building_or_construction_service > lime_professional,lime_professional,Lime Professional,2,false,building_or_construction_service
services_and_business > building_or_construction_service > marble_and_granite_professional,marble_and_granite_professional,Marble and Granite Professional,2,false,building_or_construction_service
services_and_business > building_or_construction_service > masonry_contractor,masonry_contractor,Masonry Contractor,2,false,building_or_construction_service
services_and_business > building_or_construction_service > mechanical_engineer,mechanical_engineer,Mechanical Engineer,2,false,building_or_construction_service
services_and_business > building_or_construction_service > metal_material_expert,metal_material_expert,Metal Material Expert,2,false,building_or_construction_service
services_and_business > building_or_construction_service > road_contractor,road_contractor,Road Contractor,2,false,building_or_construction_service
services_and_business > building_or_construction_service > stone_and_masonry,stone_and_masonry,Stone and Masonry,2,false,building_or_construction_service
services_and_business > building_or_construction_service > welder,welder,Welder,2,false,building_or_construction_service
services_and_business > corporate_or_business_office,corporate_or_business_office,Corporate or Business Office,1,true,corporate_or_business_office
services_and_business > corporate_or_business_office > auto_company,auto_company,Auto Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > bags_luggage_company,bags_luggage_company,Bags Luggage Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > biotechnology_company,biotechnology_company,Biotechnology Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > bottled_water_company,bottled_water_company,Bottled Water Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > clothing_company,clothing_company,Clothing Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > energy_company,energy_company,Energy Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > ferry_boat_company,ferry_boat_company,Ferry Boat Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > industrial_company,industrial_company,Industrial Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > information_technology_company,information_technology_company,Information Technology Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > pharmaceutical_company,pharmaceutical_company,Pharmaceutical Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > plastics_company,plastics_company,Plastics Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > private_association,private_association,Private Association,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > telecommunications_company,telecommunications_company,Telecommunications Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > tobacco_company,tobacco_company,Tobacco Company,2,false,corporate_or_business_office
services_and_business > corporate_or_business_office > travel_company,travel_company,Travel Company,2,false,corporate_or_business_office
services_and_business > design_service,design_service,Design Service,1,true,design_service
services_and_business > design_service > architect,architect,Architect,2,false,design_service
services_and_business > design_service > architectural_designer,architectural_designer,Architectural Designer,2,false,design_service
services_and_business > design_service > graphic_designer,graphic_designer,Graphic Designer,2,false,design_service
services_and_business > design_service > product_design,product_design,Product Design,2,false,design_service
services_and_business > design_service > sign_making,sign_making,Sign Making,2,false,design_service
services_and_business > design_service > web_designer,web_designer,Web Designer,2,false,design_service
services_and_business > environmental_or_ecological_service,environmental_or_ecological_service,Environmental or Ecological Service,1,true,environmental_or_ecological_service
services_and_business > environmental_or_ecological_service > environmental_abatement_service,environmental_abatement_service,Environmental Abatement Service,2,false,environmental_or_ecological_service
services_and_business > environmental_or_ecological_service > environmental_conservation_organization,environmental_conservation_organization,Environmental Conservation Organization,2,false,environmental_or_ecological_service
services_and_business > environmental_or_ecological_service > environmental_testing_service,environmental_testing_service,Environmental Testing Service,2,false,environmental_or_ecological_service
services_and_business > environmental_or_ecological_service > forestry_service,forestry_service,Forestry Service,2,false,environmental_or_ecological_service
services_and_business > environmental_or_ecological_service > wildlife_control,wildlife_control,Wildlife Control,2,false,environmental_or_ecological_service
services_and_business > event_or_party_service,event_or_party_service,Event or Party Service,1,true,event_or_party_service
services_and_business > event_or_party_service > audiovisual_equipment_rental,audiovisual_equipment_rental,Audiovisual Equipment Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > balloon_service,balloon_service,Balloon Service,2,false,event_or_party_service
services_and_business > event_or_party_service > bartender,bartender,Bartender,2,false,event_or_party_service
services_and_business > event_or_party_service > boat_charter,boat_charter,Boat Charter,2,false,event_or_party_service
services_and_business > event_or_party_service > bounce_house_rental,bounce_house_rental,Bounce House Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > caricature,caricature,Caricature,2,false,event_or_party_service
services_and_business > event_or_party_service > caterer,caterer,Caterer,2,false,event_or_party_service
services_and_business > event_or_party_service > clown,clown,Clown,2,false,event_or_party_service
services_and_business > event_or_party_service > dj_service,dj_service,DJ Service,2,false,event_or_party_service
services_and_business > event_or_party_service > event_technology_service,event_technology_service,Event Technology Service,2,false,event_or_party_service
services_and_business > event_or_party_service > face_painting,face_painting,Face Painting,2,false,event_or_party_service
services_and_business > event_or_party_service > floral_designer,floral_designer,Floral Designer,2,false,event_or_party_service
services_and_business > event_or_party_service > game_truck_rental,game_truck_rental,Game Truck Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > golf_cart_rental,golf_cart_rental,Golf Cart Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > henna_artist,henna_artist,Henna Artist,2,false,event_or_party_service
services_and_business > event_or_party_service > karaoke_rental,karaoke_rental,Karaoke Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > kids_recreation_and_party,kids_recreation_and_party,Kids Recreation and Party,2,false,event_or_party_service
services_and_business > event_or_party_service > magician,magician,Magician,2,false,event_or_party_service
services_and_business > event_or_party_service > mohel,mohel,Mohel,2,false,event_or_party_service
services_and_business > event_or_party_service > musician,musician,Musician,2,false,event_or_party_service
services_and_business > event_or_party_service > officiating_service,officiating_service,Officiating Service,2,false,event_or_party_service
services_and_business > event_or_party_service > party_and_event_planning,party_and_event_planning,Party and Event Planning,2,false,event_or_party_service
services_and_business > event_or_party_service > party_bike_rental,party_bike_rental,Party Bike Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > party_bus_rental,party_bus_rental,Party Bus Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > party_character,party_character,Party Character,2,false,event_or_party_service
services_and_business > event_or_party_service > party_equipment_rental,party_equipment_rental,Party Equipment Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > personal_chef,personal_chef,Personal Chef,2,false,event_or_party_service
services_and_business > event_or_party_service > photo_booth_rental,photo_booth_rental,Photo Booth Rental,2,false,event_or_party_service
services_and_business > event_or_party_service > silent_disco,silent_disco,Silent Disco,2,false,event_or_party_service
services_and_business > event_or_party_service > sommelier_service,sommelier_service,Sommelier Service,2,false,event_or_party_service
services_and_business > event_or_party_service > team_building_activity,team_building_activity,Team Building Activity,2,false,event_or_party_service
services_and_business > event_or_party_service > trivia_host,trivia_host,Trivia Host,2,false,event_or_party_service
services_and_business > event_or_party_service > valet_service,valet_service,Valet Service,2,false,event_or_party_service
services_and_business > event_or_party_service > videographer,videographer,Videographer,2,false,event_or_party_service
services_and_business > event_or_party_service > wedding_chapel,wedding_chapel,Wedding Chapel,2,false,event_or_party_service
services_and_business > event_or_party_service > wedding_planning,wedding_planning,Wedding Planning,2,false,event_or_party_service
services_and_business > family_service,family_service,Family Service,1,true,family_service
services_and_business > family_service > adoption_service,adoption_service,Adoption Service,2,false,family_service
services_and_business > family_service > child_care_and_day_care,child_care_and_day_care,Child Care and Day Care,2,false,family_service
services_and_business > family_service > child_care_and_day_care > day_care_preschool,day_care_preschool,Day Care Preschool,3,false,family_service
services_and_business > family_service > elder_care_planning,elder_care_planning,Elder Care Planning,2,false,family_service
services_and_business > family_service > family_service_center,family_service_center,Family Service Center,2,false,family_service
services_and_business > family_service > funeral_service,funeral_service,Funeral Service,2,false,family_service
services_and_business > family_service > funeral_service > cremation_service,cremation_service,Cremation Service,3,false,family_service
services_and_business > family_service > funeral_service > mortuary_service,mortuary_service,Mortuary Service,3,false,family_service
services_and_business > family_service > genealogist,genealogist,Genealogist,2,false,family_service
services_and_business > family_service > mobility_equipment_service,mobility_equipment_service,Mobility Equipment Service,2,false,family_service
services_and_business > family_service > nanny_service,nanny_service,Nanny Service,2,false,family_service
services_and_business > financial_service,financial_service,Financial Service,1,true,financial_service
services_and_business > financial_service > accountant,accountant,Accountant,2,false,financial_service
services_and_business > financial_service > appraisal_service,appraisal_service,Appraisal Service,2,false,financial_service
services_and_business > financial_service > atm,atm,ATM,2,true,atm
services_and_business > financial_service > bank_or_credit_union,bank_or_credit_union,Bank or Credit Union,2,true,bank_or_credit_union
services_and_business > financial_service > bank_or_credit_union > bank,bank,Bank,3,false,bank_or_credit_union
services_and_business > financial_service > bank_or_credit_union > credit_union,credit_union,Credit Union,3,false,bank_or_credit_union
services_and_business > financial_service > broker,broker,Broker,2,false,financial_service
services_and_business > financial_service > broker > business_broker,business_broker,Business Broker,3,false,financial_service
services_and_business > financial_service > broker > stock_and_bond_broker,stock_and_bond_broker,Stock and Bond Broker,3,false,financial_service
services_and_business > financial_service > business_banking_service,business_banking_service,Business Banking Service,2,false,financial_service
services_and_business > financial_service > business_financing,business_financing,Business Financing,2,false,financial_service
services_and_business > financial_service > check_cashing_payday_loans,check_cashing_payday_loans,Check Cashing Payday Loans,2,false,financial_service
services_and_business > financial_service > coin_dealer,coin_dealer,Coin Dealer,2,false,financial_service
services_and_business > financial_service > collection_agency,collection_agency,Collection Agency,2,false,financial_service
services_and_business > financial_service > credit_and_debt_counseling,credit_and_debt_counseling,Credit and Debt Counseling,2,false,financial_service
services_and_business > financial_service > currency_exchange,currency_exchange,Currency Exchange,2,false,financial_service
services_and_business > financial_service > customs_broker,customs_broker,Customs Broker,2,false,financial_service
services_and_business > financial_service > debt_relief_service,debt_relief_service,Debt Relief Service,2,false,financial_service
services_and_business > financial_service > financial_advising,financial_advising,Financial Advising,2,false,financial_service
services_and_business > financial_service > gold_buyer,gold_buyer,Gold Buyer,2,false,financial_service
services_and_business > financial_service > holding_company,holding_company,Holding Company,2,false,financial_service
services_and_business > financial_service > installment_loans,installment_loans,Installment Loans,2,false,financial_service
services_and_business > financial_service > installment_loans > auto_loan_provider,auto_loan_provider,Auto Loan Provider,3,false,financial_service
services_and_business > financial_service > installment_loans > mortgage_lender,mortgage_lender,Mortgage Lender,3,false,financial_service
services_and_business > financial_service > insurance_agency,insurance_agency,Insurance Agency,2,false,financial_service
services_and_business > financial_service > insurance_agency > auto_insurance,auto_insurance,Auto Insurance,3,false,financial_service
services_and_business > financial_service > insurance_agency > farm_insurance,farm_insurance,Farm Insurance,3,false,financial_service
services_and_business > financial_service > insurance_agency > fidelity_and_surety_bonds,fidelity_and_surety_bonds,Fidelity and Surety Bonds,3,false,financial_service
services_and_business > financial_service > insurance_agency > home_and_rental_insurance,home_and_rental_insurance,Home and Rental Insurance,3,false,financial_service
services_and_business > financial_service > insurance_agency > life_insurance,life_insurance,Life Insurance,3,false,financial_service
services_and_business > financial_service > investing,investing,Investing,2,false,financial_service
services_and_business > financial_service > investment_management_company,investment_management_company,Investment Management Company,2,false,financial_service
services_and_business > financial_service > money_transfer_service,money_transfer_service,Money Transfer Service,2,false,financial_service
services_and_business > financial_service > mortgage_broker,mortgage_broker,Mortgage Broker,2,false,financial_service
services_and_business > financial_service > private_equity_firm,private_equity_firm,Private Equity Firm,2,false,financial_service
services_and_business > financial_service > public_adjuster,public_adjuster,Public Adjuster,2,false,financial_service
services_and_business > financial_service > real_estate_investment,real_estate_investment,Real Estate Investment,2,false,financial_service
services_and_business > financial_service > tax_service,tax_service,Tax Service,2,false,financial_service
services_and_business > financial_service > trusts,trusts,Trusts,2,false,financial_service
services_and_business > home_service,home_service,Home Service,1,true,home_service
services_and_business > home_service > air_duct_cleaning_service,air_duct_cleaning_service,Air Duct Cleaning Service,2,false,home_service
services_and_business > home_service > antenna_service,antenna_service,Antenna Service,2,false,home_service
services_and_business > home_service > appliance_repair_service,appliance_repair_service,Appliance Repair Service,2,false,home_service
services_and_business > home_service > artificial_turf,artificial_turf,Artificial Turf,2,false,home_service
services_and_business > home_service > bathroom_remodeling,bathroom_remodeling,Bathroom Remodeling,2,false,home_service
services_and_business > home_service > bathtub_and_sink_repair,bathtub_and_sink_repair,Bathtub and Sink Repair,2,false,home_service
services_and_business > home_service > cabinet_sales_service,cabinet_sales_service,Cabinet Sales Service,2,false,home_service
services_and_business > home_service > carpenter,carpenter,Carpenter,2,false,home_service
services_and_business > home_service > carpet_cleaning,carpet_cleaning,Carpet Cleaning,2,false,home_service
services_and_business > home_service > carpet_dyeing,carpet_dyeing,Carpet Dyeing,2,false,home_service
services_and_business > home_service > carpet_installation,carpet_installation,Carpet Installation,2,false,home_service
services_and_business > home_service > ceiling_and_roofing_repair_and_service,ceiling_and_roofing_repair_and_service,Ceiling and Roofing Repair and Service,2,false,home_service
services_and_business > home_service > ceiling_and_roofing_repair_and_service > ceiling_service,ceiling_service,Ceiling Service,3,false,home_service
services_and_business > home_service > ceiling_and_roofing_repair_and_service > roofing,roofing,Roofing,3,false,home_service
services_and_business > home_service > childproofing,childproofing,Childproofing,2,false,home_service
services_and_business > home_service > chimney_service,chimney_service,Chimney Service,2,false,home_service
services_and_business > home_service > chimney_service > chimney_sweep,chimney_sweep,Chimney Sweep,3,false,home_service
services_and_business > home_service > clock_repair_service,clock_repair_service,Clock Repair Service,2,false,home_service
services_and_business > home_service > closet_remodeling,closet_remodeling,Closet Remodeling,2,false,home_service
services_and_business > home_service > community_book_box,community_book_box,Community Book Box,2,false,home_service
services_and_business > home_service > contractor,contractor,Contractor,2,false,home_service
services_and_business > home_service > contractor > altering_and_remodeling_contractor,altering_and_remodeling_contractor,Altering and Remodeling Contractor,3,false,home_service
services_and_business > home_service > contractor > building_contractor,building_contractor,Building Contractor,3,false,home_service
services_and_business > home_service > contractor > flooring_contractor,flooring_contractor,Flooring Contractor,3,false,home_service
services_and_business > home_service > contractor > paving_contractor,paving_contractor,Paving Contractor,3,false,home_service
services_and_business > home_service > countertop_installation,countertop_installation,Countertop Installation,2,false,home_service
services_and_business > home_service > damage_restoration,damage_restoration,Damage Restoration,2,false,home_service
services_and_business > home_service > damage_restoration > fire_and_water_damage_restoration,fire_and_water_damage_restoration,Fire and Water Damage Restoration,3,false,home_service
services_and_business > home_service > deck_and_railing_sales_service,deck_and_railing_sales_service,Deck and Railing Sales Service,2,false,home_service
services_and_business > home_service > demolition_service,demolition_service,Demolition Service,2,false,home_service
services_and_business > home_service > donation_center,donation_center,Donation Center,2,false,home_service
services_and_business > home_service > door_sales_service,door_sales_service,Door Sales Service,2,false,home_service
services_and_business > home_service > drywall_service,drywall_service,Drywall Service,2,false,home_service
services_and_business > home_service > electrician,electrician,Electrician,2,false,home_service
services_and_business > home_service > excavation_service,excavation_service,Excavation Service,2,false,home_service
services_and_business > home_service > exterior_design,exterior_design,Exterior Design,2,false,home_service
services_and_business > home_service > fence_and_gate_sales_service,fence_and_gate_sales_service,Fence and Gate Sales Service,2,false,home_service
services_and_business > home_service > feng_shui,feng_shui,Feng Shui,2,false,home_service
services_and_business > home_service > fire_protection_service,fire_protection_service,Fire Protection Service,2,false,home_service
services_and_business > home_service > fireplace_service,fireplace_service,Fireplace Service,2,false,home_service
services_and_business > home_service > firewood,firewood,Firewood,2,false,home_service
services_and_business > home_service > foundation_repair,foundation_repair,Foundation Repair,2,false,home_service
services_and_business > home_service > furniture_assembly,furniture_assembly,Furniture Assembly,2,false,home_service
services_and_business > home_service > furniture_rental_service,furniture_rental_service,Furniture Rental Service,2,false,home_service
services_and_business > home_service > furniture_repair,furniture_repair,Furniture Repair,2,false,home_service
services_and_business > home_service > furniture_reupholstery,furniture_reupholstery,Furniture Reupholstery,2,false,home_service
services_and_business > home_service > garage_door_service,garage_door_service,Garage Door Service,2,false,home_service
services_and_business > home_service > glass_and_mirror_sales_service,glass_and_mirror_sales_service,Glass and Mirror Sales Service,2,false,home_service
services_and_business > home_service > grout_service,grout_service,Grout Service,2,false,home_service
